Track name,Artist,Popularity,Release year,Genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Los Niños de Holanda,Conjunto Pro Musica De Rosario,4,1981,"genre:""Latin""",0.361,0.0435,7,-21.483,1,0.0526,0.994,0.0416,0.117,0.741,142.445
tqum,Sofía Reyes,4,2023,"genre:""Latin""",0.792,0.718,5,-5.032,0,0.0503,0.0917,0.0243,0.0774,0.522,132.06
Esta Noche De Luna,Osvaldo Pugliese,3,2003,"genre:""Latin""",0.431,0.26,10,-12.982,1,0.0447,0.894,0.0,0.316,0.321,107.412
Electric Noise,Oscar L,19,2019,"genre:""Latin""",0.766,0.882,4,-8.69,0,0.106,0.0366,0.923,0.103,0.201,126.027
Sin la Memoria,Yuridia,27,2015,"genre:""Latin""",0.739,0.932,10,-2.795,0,0.0415,0.0829,0.0,0.252,0.862,117.948
Cuando Sale El Sol,Tito Rodriguez,23,1963,"genre:""Latin""",0.598,0.859,10,-5.35,0,0.0579,0.763,2.83e-06,0.0779,0.888,105.531
Pa la Calle,Mexican Institute Of Sound,4,2018,"genre:""Latin""",0.821,0.905,1,-7.642,1,0.0962,0.0285,0.00261,0.06,0.963,109.964
Brasil Me,Angel Heredia,3,2017,"genre:""Latin""",0.738,0.856,4,-5.114,1,0.0534,0.00994,0.899,0.0875,0.173,125.004
Demonio,4x3,36,2019,"genre:""Latin""",0.729,0.538,2,-12.817,1,0.057,0.0177,0.0,0.169,0.622,119.979
Grab You Axe Max - Alternate,Stan Getz,6,2022,"genre:""Latin""",0.599,0.177,0,-15.44,1,0.0502,0.979,0.207,0.108,0.56,162.284
Driver,Andres Blows,31,2013,"genre:""Latin""",0.805,0.947,11,-5.19,0,0.0486,8.24e-05,0.838,0.374,0.886,127.012
Ojitos Chiquitos,Don Omar,1,2023,"genre:""Latin""",0.8,0.849,1,-3.245,0,0.241,0.0216,6.75e-05,0.187,0.804,170.211
La Calavera,Bersuit Vergarabat,27,2004,"genre:""Latin""",0.372,0.777,4,-3.488,0,0.0403,0.0011,0.0,0.108,0.207,172.038
Amén,Ricardo Montaner,44,2021,"genre:""Latin""",0.555,0.402,0,-8.443,1,0.0314,0.628,0.0,0.0457,0.167,91.998
Vuelan Palos - En Vivo,La Vela Puerca,32,2017,"genre:""Latin""",0.586,0.688,9,-7.02,0,0.0363,0.0819,0.000162,0.306,0.555,99.025
Laberintos,División Minúscula,33,2022,"genre:""Latin""",0.166,0.969,9,-5.107,0,0.07,0.00377,0.0,0.15,0.709,215.513
El Mismo Sol - Operación Triunfo 2017,Alfred García,13,2017,"genre:""Latin""",0.744,0.806,6,-5.972,0,0.0315,0.318,0.0,0.0815,0.891,113.024
No Es Normal,Dímelo Flow,35,2022,"genre:""Latin""",0.807,0.643,1,-4.605,1,0.0596,0.0429,0.0008,0.0183,0.718,164.021
Jump - Beat Pharmacy Remix,Sabo,1,2006,"genre:""Latin""",0.888,0.782,1,-11.889,1,0.0757,0.0675,0.765,0.603,0.968,120.013
Lago en el Cielo,Gustavo Cerati,36,2015,"genre:""Latin""",0.536,0.821,7,-5.608,1,0.0294,0.000106,0.00711,0.242,0.538,128.009
Jumping' with Symphony Sid,Hilton Ruiz,2,2007,"genre:""Latin""",0.398,0.537,2,-6.545,0,0.0287,0.764,0.398,0.33,0.586,164.963
Yo Tengo un Amigo,Grupo Nueva Vida,36,2014,"genre:""Latin""",0.684,0.694,2,-7.462,1,0.0266,0.442,0.0758,0.165,0.962,139.106
Flamingo,Guille Placencia,12,2021,"genre:""Latin""",0.804,0.753,11,-7.382,0,0.0719,0.00352,0.807,0.0819,0.584,128.002
Sálvame,RBD,0,2023,"genre:""Latin""",0.399,0.655,6,-6.262,1,0.0247,0.042,3.1e-06,0.067,0.252,74.241
Elena,Sebastian Yatra,47,2019,"genre:""Latin""",0.414,0.44,4,-8.705,1,0.26,0.302,0.0,0.322,0.478,171.873
Malecón,La BOA,4,2019,"genre:""Latin""",0.851,0.73,4,-9.614,0,0.094,0.0343,0.692,0.0328,0.538,120.002
Track F-1,Espectroplasma,1,2018,"genre:""Latin""",0.33,0.989,10,-5.803,1,0.0732,0.0173,0.697,0.375,0.454,182.672
Cosa Linda/Clara - En Vivo,No Te Va Gustar,36,2005,"genre:""Latin""",0.539,0.575,11,-8.412,0,0.0311,0.653,0.0027,0.251,0.48,87.781
El Panóptico,Shaila,9,2010,"genre:""Latin""",0.393,0.991,10,-2.866,1,0.0616,0.0012,0.0,0.234,0.634,169.98
La Gatita Carlota,Sari Cucien,6,2003,"genre:""Latin""",0.592,0.295,7,-13.455,0,0.0296,0.768,2.32e-06,0.205,0.558,135.186
5 Preludes: No. 1 In E Minor,Heitor Villa-Lobos,1,2020,"genre:""Latin""",0.422,0.169,4,-20.381,0,0.0433,0.981,0.887,0.0848,0.251,123.039
Tocar el Fondo,Say Ocean,25,2022,"genre:""Latin""",0.471,0.858,5,-4.494,1,0.0615,0.072,0.0,0.187,0.543,109.814
DIVA,Mariah Angeliq,0,2023,"genre:""Latin""",0.747,0.75,2,-4.009,1,0.0486,0.0644,0.000231,0.218,0.351,98.052
Fiesta - Remix,Bomba Estéreo,36,2016,"genre:""Latin""",0.53,0.918,4,-2.534,0,0.139,0.00817,0.000286,0.377,0.356,122.783
Como Fue,Beny Moré,2,2022,"genre:""Latin""",0.55,0.406,10,-7.062,1,0.0325,0.517,0.221,0.255,0.365,98.007
La Trampa,KEVIN ROLDAN,22,2018,"genre:""Latin""",0.852,0.64,2,-4.507,0,0.0395,0.13,5.01e-06,0.235,0.759,103.027
The Clock,Renizance,14,2023,"genre:""Latin""",0.686,0.529,9,-9.572,1,0.193,0.048,0.0,0.129,0.807,177.957
A Tu Manera,Funky,35,2022,"genre:""Latin""",0.668,0.84,6,-4.732,0,0.0578,0.0582,0.0,0.139,0.472,120.156
Para Machuchar Meu Coracao,Stan Getz,48,1989,"genre:""Latin""",0.612,0.156,3,-15.823,1,0.0396,0.962,0.0026,0.102,0.415,131.09
Temblando en la Oscuridad,Abraham Mateo,21,2016,"genre:""Latin""",0.613,0.633,9,-8.093,1,0.0447,0.216,0.0,0.146,0.537,126.002
Cielito Lindo,Bobby Rodriguez y La Compania,3,1978,"genre:""Latin""",0.73,0.803,9,-4.105,0,0.0438,0.863,0.58,0.241,0.917,103.476
To' Los Dias,Remers,30,2023,"genre:""Latin""",0.673,0.643,4,-5.274,0,0.224,0.119,0.0,0.0838,0.293,180.115
3 A.M.,Jesse & Joy,2,2023,"genre:""Latin""",0.702,0.84,0,-3.547,1,0.0883,0.0112,0.0,0.119,0.624,101.99
Quién Entiende A Las Mujeres,Pepe Aguilar,40,2004,"genre:""Latin""",0.504,0.318,2,-7.164,1,0.0267,0.809,0.0,0.632,0.489,89.875
Hasta Abajo,Don Omar,5,2020,"genre:""Latin""",0.759,0.885,7,-4.516,1,0.0636,0.351,3.68e-05,0.468,0.673,89.966
Mujer,José Luis Rodríguez,4,2014,"genre:""Latin""",0.34,0.555,0,-7.769,1,0.0386,0.726,0.0,0.155,0.267,120.404
Bello Imposible,Alejandra Guzman,16,1991,"genre:""Latin""",0.663,0.755,2,-10.923,1,0.0502,0.512,0.0,0.33,0.621,103.167
Como Vez Primera,Esteman,0,2023,"genre:""Latin""",0.686,0.664,0,-7.766,1,0.0484,0.176,0.0,0.122,0.778,173.937
Olhe-Se,Karol Conká,2,2013,"genre:""Latin""",0.668,0.581,2,-7.332,1,0.0411,0.000242,0.0546,0.423,0.376,144.994
My Execution,The Good The Bad and The Zugly,7,2017,"genre:""Rock""",0.159,0.709,0,-6.091,1,0.0413,5.68e-05,0.00747,0.408,0.36,144.378
Shoe on the Other Foot (Live),Alastair Greene,3,2018,"genre:""Rock""",0.372,0.697,5,-7.358,1,0.0514,0.149,0.118,0.976,0.484,98.619
I'm Tore Down,Gary Moore,23,2021,"genre:""Rock""",0.476,0.922,7,-3.872,1,0.121,0.0125,0.0965,0.348,0.682,131.012
Las Napalmas,Aiming for Enrike,2,2017,"genre:""Rock""",0.5,0.846,1,-8.358,1,0.0628,0.0368,0.795,0.666,0.807,151.2
You Lord - Pray For Rain Album Version,PFR,2,2006,"genre:""Rock""",0.61,0.739,4,-8.238,0,0.0455,0.0111,2.07e-06,0.0888,0.604,136.676
כמו חצר גדולה,Shlomo Artzi,13,1988,"genre:""Rock""",0.508,0.266,11,-12.03,0,0.0312,0.886,0.0,0.114,0.175,88.461
Всё будет ок,KDRR,4,2020,"genre:""Rock""",0.546,0.768,7,-6.266,0,0.212,0.0064,0.0,0.348,0.84,179.86
Lady of My Morning,Forgotten Boys,2,2000,"genre:""Rock""",0.3,0.638,9,-9.321,1,0.0319,0.0397,4.16e-06,0.432,0.39,88.732
High And Low,Empire of the Sun,0,2023,"genre:""Rock""",0.513,0.768,1,-4.673,1,0.0451,0.0213,3.06e-06,0.0918,0.324,126.912
I'll Reach out for You,Caravan,5,2021,"genre:""Rock""",0.372,0.494,4,-9.236,1,0.0385,0.0877,0.0308,0.171,0.43,117.428
Man On The Moon,Phillip Phillips,42,2012,"genre:""Rock""",0.552,0.729,6,-6.234,0,0.0274,0.075,1.24e-06,0.108,0.402,89.934
Ayeb,Serge Teyssot-Gay,4,2004,"genre:""Rock""",0.718,0.56,4,-10.556,0,0.0269,0.72,0.879,0.111,0.859,100.39
Hawaiian Boogie,Chuck E. Weiss,6,2018,"genre:""Rock""",0.482,0.848,2,-7.135,1,0.0654,0.000208,0.582,0.131,0.556,95.949
Auslander,Living Colour,18,1993,"genre:""Rock""",0.558,0.94,1,-7.161,1,0.0542,0.00211,0.0084,0.283,0.509,141.874
Circles,Sonicflood,5,2008,"genre:""Rock""",0.521,0.743,0,-5.35,0,0.0402,0.0389,1.55e-05,0.138,0.341,121.994
No Solution Dub,Sugar Minott,6,2022,"genre:""Rock""",0.68,0.642,8,-9.786,0,0.0655,0.00525,0.826,0.0872,0.312,143.99
Opera of the Wasteland,Roselia,15,2018,"genre:""Rock""",0.479,0.955,6,-1.702,1,0.0662,0.00821,0.0,0.108,0.324,134.992
I Can't Make You Love Me,Neal Schon,19,2001,"genre:""Rock""",0.555,0.276,10,-10.606,1,0.0297,0.641,0.383,0.237,0.161,123.937
Defilada,SBB,1,2009,"genre:""Rock""",0.264,0.56,0,-8.867,1,0.0325,0.00617,0.573,0.111,0.0587,104.14
Il tempo quanto tempo,Giorgio Gaber,3,1985,"genre:""Rock""",0.442,0.531,4,-7.16,1,0.0331,0.558,0.000109,0.655,0.104,121.074
昭和ヒーロー大全集 - シングルバージョン カラオケ,Newrotica,0,2017,"genre:""Rock""",0.462,0.971,0,-4.248,1,0.0457,0.000222,0.402,0.315,0.665,98.019
Annie Told Me,The Motels,9,1985,"genre:""Rock""",0.615,0.403,0,-15.282,1,0.0279,0.0959,1.71e-05,0.0595,0.351,140.095
"O Come, O Come Emmanuel",Jeremy Camp,20,2021,"genre:""Rock""",0.228,0.462,4,-7.375,0,0.0345,0.105,0.0,0.306,0.188,137.256
Nur du,L'âme Immortelle,6,2006,"genre:""Rock""",0.548,0.893,10,-4.238,0,0.0478,0.00673,0.0,0.0797,0.611,139.931
Crazy for Your Love - Re-Recorded,Exile,0,2014,"genre:""Rock""",0.768,0.465,7,-9.592,1,0.0271,0.676,5.13e-06,0.199,0.783,111.989
Barbara Ann,The Beach Boys,63,1975,"genre:""Rock""",0.581,0.669,6,-3.659,1,0.0385,0.19,0.0,0.243,0.926,78.073
Mercy Now,Derri Daugherty,1,2016,"genre:""Rock""",0.365,0.383,6,-8.834,1,0.0313,0.912,0.0848,0.146,0.173,157.997
Aida,Tři Sestry,5,2015,"genre:""Rock""",0.557,0.892,2,-2.638,1,0.038,0.0154,0.0,0.523,0.698,135.031
Rock A Shacka,Hopeton Lewis,21,2012,"genre:""Rock""",0.826,0.516,0,-8.586,0,0.111,0.836,0.0081,0.109,0.689,81.44
Wait,Dr. Arthur Krause,2,2010,"genre:""Rock""",0.569,0.491,0,-9.598,1,0.0284,0.0771,0.00783,0.0745,0.27,94.013
Trail of Tears,Clannad,27,1996,"genre:""Rock""",0.587,0.44,0,-14.141,0,0.028,0.809,0.552,0.079,0.327,114.989
Pamela - Live,TOTO,25,2014,"genre:""Rock""",0.505,0.889,5,-6.393,1,0.0583,0.0603,1.17e-05,0.97,0.468,99.083
Hei hei heinäkuu - Acoustic,Mokoma,15,2011,"genre:""Rock""",0.662,0.609,4,-7.412,1,0.0277,0.358,0.0,0.105,0.451,97.975
Bitoka,Ivo Meirelles,1,2021,"genre:""Rock""",0.664,0.772,7,-6.129,1,0.181,0.553,4.03e-06,0.271,0.669,194.031
Saint Sauveur II,La Souris Déglinguée,20,2011,"genre:""Rock""",0.242,0.53,9,-12.871,1,0.0347,0.36,0.0,0.0817,0.874,88.009
Estaré,DLD,18,2015,"genre:""Rock""",0.566,0.912,11,-3.181,1,0.0357,0.0436,0.0,0.223,0.715,138.009
La Burrita,Simón Díaz,0,2012,"genre:""Rock""",0.677,0.892,11,-5.86,1,0.136,0.802,0.0107,0.571,0.954,141.475
Mejor Ya No,Mœnia,16,2012,"genre:""Rock""",0.581,0.92,10,-4.176,0,0.057,0.0136,0.000461,0.12,0.716,125.067
Baumkuchen,go!go!vanillas,2,2020,"genre:""Rock""",0.416,0.867,1,-2.785,1,0.0502,7.41e-05,1.38e-05,0.266,0.607,110.048
Danger Zone - 2004 Remaster,Black Sabbath,25,1986,"genre:""Rock""",0.451,0.917,5,-7.734,0,0.0659,0.0467,0.00203,0.353,0.233,138.826
Спрос рождает предложение,Distemper,4,2005,"genre:""Rock""",0.768,0.96,0,-5.487,1,0.0862,0.093,8.5e-05,0.0207,0.936,99.952
Suspense,LosPetitFellas,8,2016,"genre:""Rock""",0.515,0.636,4,-8.398,0,0.101,0.0267,0.00147,0.138,0.387,87.576
Stranding,When Waves Collide,8,2021,"genre:""Rock""",0.265,0.289,2,-15.075,0,0.0373,0.641,0.847,0.0834,0.031,160.056
Get Better,Old Mervs,29,2022,"genre:""Rock""",0.598,0.867,5,-5.513,1,0.0484,0.000897,0.0,0.0724,0.702,143.921
Ceguera,Elefreak,1,2010,"genre:""Rock""",0.37,0.898,7,-4.613,1,0.0548,0.0168,0.00167,0.356,0.518,164.872
Head Over Boots,Jon Pardi,77,2016,"genre:""Rock""",0.563,0.688,7,-4.474,1,0.0262,0.0763,0.0,0.0863,0.622,108.008
Endless Journey,Peter Banks,1,1983,"genre:""Rock""",0.368,0.48,2,-15.542,1,0.106,0.972,0.747,0.894,0.581,120.85
A Tribo Toda Em Dia de Festa,Nei Lisboa,3,1992,"genre:""Rock""",0.583,0.316,6,-15.977,0,0.0703,0.734,2.76e-05,0.42,0.608,106.538
Havana - Fitness Version,Kyria,1,2018,"genre:""Workout""",0.757,0.947,7,-4.471,1,0.0504,0.00669,0.0843,0.0262,0.933,128.004
Despacito - 123 BPM,D'Mixmasters,0,2017,"genre:""Workout""",0.724,0.903,7,-4.837,1,0.179,0.153,0.0,0.0766,0.476,122.983
Cheap Thrills - A.R. Mix,Kangaroo,6,2016,"genre:""Workout""",0.689,0.93,6,-3.982,0,0.108,0.122,0.0,0.0333,0.874,128.037
Mine - 130 BPM,DJ Space'C,4,2018,"genre:""Workout""",0.695,0.784,6,-4.966,0,0.0369,0.000218,0.0654,0.224,0.96,129.995
Somebody to Love (Remix),DJ Remix Factory,0,2011,"genre:""Workout""",0.728,0.69,10,-6.298,1,0.0508,0.000836,0.622,0.0784,0.816,143.985
With You,Cardio Hits! Workout,0,2023,"genre:""Workout""",0.888,0.704,4,-8.28,0,0.0431,0.000856,0.000814,0.0878,0.41,127.016
Take Me to Your Heart - Fitness Version,Thomas,0,2019,"genre:""Workout""",0.811,0.955,11,-4.088,0,0.0491,0.00169,0.106,0.0736,0.983,124.006
On The Beat - Tabata Remix,Workout Music Tv,1,2019,"genre:""Workout""",0.686,0.825,11,-9.702,1,0.0434,0.00918,1.99e-06,0.282,0.908,127.979
I Need Somebody (Energy Remix),Workout Music ,4,2018,"genre:""Workout""",0.58,0.666,7,-11.276,1,0.0417,0.000124,0.00536,0.213,0.622,141.998
When We Were Young - B Remix,D'Mixmasters,0,2015,"genre:""Workout""",0.814,0.697,10,-7.039,0,0.109,0.000981,0.000405,0.674,0.975,128.016
This Is Real - Workout Remix 140 Bpm,Workout Music Tv,1,2020,"genre:""Workout""",0.703,0.814,6,-2.935,1,0.0832,0.046,0.0286,0.197,0.933,139.99
I Know You Want Me (Calle Ocho) [Workout Mix],Workout Buddy,0,2019,"genre:""Workout""",0.884,0.767,9,-6.738,1,0.0603,0.129,0.000241,0.0926,0.956,128.024
Here Comes The Hotstepper - Workout Remix 128 Bpm,Workout Music Tv,1,2019,"genre:""Workout""",0.659,0.888,9,-4.165,1,0.0346,0.000942,0.013,0.17,0.785,127.96
Million Reasons - Workout Mix,Workout Remix Factory,1,2021,"genre:""Workout""",0.667,0.725,0,-6.036,1,0.0393,0.00154,0.000252,0.263,0.541,127.992
Love Lies - Workout Remix 135 bpm,SuperFitness,0,2019,"genre:""Workout""",0.628,0.941,1,-1.537,1,0.0312,0.0205,0.107,0.229,0.709,134.975
Coming in Hot - Workout Remix 132 BPM,Power Music Workout,3,2021,"genre:""Workout""",0.737,0.903,2,-6.626,1,0.0542,0.0213,0.000378,0.0641,0.516,132.014
Youngblood (Running Cardio Mix) [160 BPM],Workout Music ,15,2019,"genre:""Workout""",0.592,0.725,10,-5.347,1,0.325,0.0259,7.44e-06,0.0557,0.782,160.042
Talk Dirty (Workout Buddy),Workout Buddy,0,2013,"genre:""Workout""",0.732,0.578,6,-7.821,1,0.0759,0.0837,0.0,0.427,0.596,100.329
9 to 5 - 126 BPM,Kangaroo,17,2018,"genre:""Workout""",0.708,0.882,6,-4.163,1,0.0403,0.00181,0.0,0.0964,0.713,126.013
Remain Define,Cardio Dj,0,2022,"genre:""Workout""",0.804,0.641,1,-12.403,1,0.0424,0.00928,0.911,0.0989,0.435,126.001
Just Like Paradise - Workout Remix 140 Bpm,Workout Music Tv,3,2019,"genre:""Workout""",0.606,0.995,2,-3.645,1,0.0537,0.000357,0.767,0.0681,0.941,139.958
Summer Of 69 - Workout Remix 140 Bpm,Workout Music Tv,10,2017,"genre:""Workout""",0.535,0.94,2,-5.28,1,0.0408,0.000329,3.99e-06,0.163,0.341,139.966
Pump It Up - Workout Mix 135 BPM,Power Music Workout,0,2016,"genre:""Workout""",0.75,0.867,7,-7.401,1,0.0509,2.16e-05,0.867,0.073,0.314,133.984
Build Exercise,HIIT Beats,1,2022,"genre:""Workout""",0.804,0.632,2,-12.32,1,0.0456,0.00091,0.896,0.106,0.374,125.97
Discipline Morning,Military Workout,0,2023,"genre:""Workout""",0.751,0.773,9,-12.8,0,0.0736,0.000787,0.861,0.0934,0.386,131.965
Dance Monkey (Walking Workout Mix),Workout Music ,4,2020,"genre:""Workout""",0.793,0.639,6,-8.28,0,0.0575,0.00405,0.497,0.0615,0.885,122.025
Complete Package,House Workout,0,2021,"genre:""Workout""",0.791,0.707,9,-10.508,1,0.0555,0.00358,0.938,0.0795,0.804,127.003
All Time Low - Workout Remix 120 Bpm,Workout Music Tv,3,2017,"genre:""Workout""",0.765,0.627,0,-5.271,1,0.044,0.0337,0.0,0.142,0.342,119.961
I Want You Back - Workout Remix 132 Bpm,Workout Music Tv,5,2019,"genre:""Workout""",0.646,0.992,8,-4.143,0,0.0468,0.0474,0.000263,0.302,0.964,131.996
Timbailando - Tabata Remix,Workout Music Tv,3,2018,"genre:""Workout""",0.711,0.985,11,-9.29,0,0.0534,0.00078,0.417,0.314,0.271,129.986
These Boots Are Made for Walking,OR2 Workout Music Crew,0,2014,"genre:""Workout""",0.682,0.873,11,-4.548,0,0.0706,0.0843,1.06e-05,0.569,0.495,133.833
7 Years (Clean Workout Mix),Workout Music ,7,2021,"genre:""Workout""",0.693,0.823,10,-5.698,1,0.0355,0.00813,0.000599,0.0526,0.91,127.997
Massive - Workout Remix 128 Bpm,Workout Music Tv,2,2023,"genre:""Workout""",0.634,0.961,4,-2.671,0,0.0501,0.0101,0.197,0.0975,0.88,128.07
The Hum - Fitness Remix,DJ Kee,4,2017,"genre:""Workout""",0.644,0.965,9,-3.955,1,0.039,0.00954,0.88,0.112,0.397,130.003
Vega - Workout Remix 135 Bpm,Workout Music Tv,0,2018,"genre:""Workout""",0.807,0.803,5,-3.936,0,0.186,0.027,0.821,0.0475,0.332,134.991
Venomous Instigation,Ibiza Fitness Music Workout,0,2023,"genre:""Workout""",0.807,0.591,11,-13.332,0,0.0427,0.00494,0.901,0.101,0.361,125.991
All the Wrong Places,Running Music Workout,0,2015,"genre:""Workout""",0.624,0.855,6,-8.305,1,0.046,0.0053,0.0,0.187,0.616,134.995
Te Extraño - Workout Remix 140 bpm,Hard EDM Workout,5,2023,"genre:""Workout""",0.666,0.835,6,-5.853,0,0.0814,0.00121,0.154,0.0461,0.966,139.983
What Else Can I Do - Tabata Remix 128 Bpm,Workout Music Tv,3,2022,"genre:""Workout""",0.689,0.965,4,-4.114,1,0.124,0.0215,0.0,0.044,0.52,127.991
Everybody Get Up - Workout Remix 128 Bpm,Workout Music Tv,0,2022,"genre:""Workout""",0.664,0.9,11,-1.863,1,0.0458,7.6e-05,0.557,0.066,0.558,127.993
Walk This Way - Workout Remix,Workout Music Tv,6,2014,"genre:""Workout""",0.697,0.95,5,-6.976,1,0.0456,0.0018,0.000263,0.0564,0.958,146.014
Feel This Moment (136 BPM),Spinning Workout,0,2017,"genre:""Workout""",0.737,0.55,7,-10.146,1,0.0909,0.105,0.0,0.211,0.258,135.975
Some Say - Workout Mix 140 bpm,Hard EDM Workout,0,2020,"genre:""Workout""",0.707,0.932,6,-4.861,1,0.095,0.0384,0.0302,0.0533,0.886,140.024
Stairway To Heaven - Workout Remix 135 bpm,Workout Music Tv,1,2021,"genre:""Workout""",0.598,0.915,7,-4.145,1,0.0387,0.000887,0.338,0.0649,0.961,134.986
You Should Be Dancing - Workout Mix,Power Music Workout,4,2015,"genre:""Workout""",0.697,0.908,0,-5.231,1,0.0376,0.000595,0.897,0.0471,0.917,129.998
Danza Kuduro (Workout Mix),Workout Music ,4,2023,"genre:""Workout""",0.741,0.881,0,-7.09,1,0.215,0.0184,0.0,0.301,0.863,127.977
Hold Back the River - Extended Workout Mix,Workout Crew,1,2015,"genre:""Workout""",0.763,0.963,5,-3.863,1,0.182,0.0183,1.84e-06,0.336,0.701,134.989
Heroes (We Could Be) Vs Under Control Vs U (Crossfit Cardio! Remix),CrossFit Junkies,7,2019,"genre:""Workout""",0.684,0.916,4,-5.616,0,0.0375,0.00284,0.0058,0.0967,0.0419,133.972
Sensual Pain,Fitness Workout Hits,0,2021,"genre:""Workout""",0.795,0.444,7,-12.418,1,0.188,0.00295,0.843,0.139,0.859,124.965
